--- Execution profile ---
Total samples       : 3619

          ns  percent  samples  top
     2000000    0.06%        2  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.performAABBCollisionsZ
     2000000    0.06%        2  net.minecraft.world.ticks.ScheduledTick$$Lambda.0x00000ffc02005250.compare
     2000000    0.06%        2  java.lang.invoke.VarHandleReferences$Array.getVolatile
     2000000    0.06%        2  org.bukkit.NamespacedKey.isValidNamespace
     2000000    0.06%        2  java.lang.ThreadLocal$ThreadLocalMap.set
     2000000    0.06%        2  net.minecraft.world.entity.LivingEntity.getAttributeValue
     2000000    0.06%        2  java.lang.String.valueOf
     2000000    0.06%        2  MemAllocator::Allocation::notify_allocation
     2000000    0.06%        2  Compile::update_dead_node_list
     2000000    0.06%        2  org.bukkit.craftbukkit.entity.CraftCod.getHandle
     2000000    0.06%        2  Compile::identify_useful_nodes
     2000000    0.06%        2  it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet.add
     2000000    0.06%        2  net.minecraft.world.entity.ai.goal.WrappedGoal.getFlags
     2000000    0.06%        2  Compile::copy_node_notes_to
     2000000    0.06%        2  net.minecraft.world.entity.ai.goal.WrappedGoal.canUse
     2000000    0.06%        2  PhaseCCP::push_more_uses
     2000000    0.06%        2  org.bukkit.craftbukkit.entity.CraftEnderCrystal.getHandleRaw
     2000000    0.06%        2  net.minecraft.world.entity.LivingEntity.isPushable
     2000000    0.06%        2  CmpINode::Opcode
     2000000    0.06%        2  net.minecraft.world.entity.ai.goal.RandomStrollGoal.canContinueToUse
     2000000    0.06%        2  it.unimi.dsi.fastutil.objects.Object2DoubleArrayMap.put
     2000000    0.06%        2  org.bukkit.craftbukkit.entity.CraftGlowSquid.getHandle
     2000000    0.06%        2  net.minecraft.world.entity.LivingEntity.tickHeadTurn
     2000000    0.06%        2  it.unimi.dsi.fastutil.longs.LongOpenHashSet.contains
     2000000    0.06%        2  com.destroystokyo.paper.event.entity.PlayerNaturallySpawnCreaturesEvent.getHandlers
     2000000    0.06%        2  org.bukkit.craftbukkit.entity.CraftMinecartContainer.getHandleRaw
     2000000    0.06%        2  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.canUse
     2000000    0.06%        2  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.find
     2000000    0.06%        2  Parse::do_one_bytecode
     2000000    0.06%        2  io.papermc.paper.threadedregions.TickRegionScheduler$RegionScheduleHandle.runTick
     2000000    0.06%        2  org.bukkit.craftbukkit.entity.CraftSquid.getHandle
     2000000    0.06%        2  com.google.common.collect.ImmutableEntry.getKey
     2000000    0.06%        2  com.google.common.collect.ImmutableEntry.getValue
     2000000    0.06%        2  net.minecraft.world.entity.Mob.getHeadRotSpeed
     2000000    0.06%        2  Parker::park
     2000000    0.06%        2  net.minecraft.world.entity.Mob.getLeashData
     2000000    0.06%        2  os::javaTimeNanos
     2000000    0.06%        2  io.papermc.paper.threadedregions.RegionizedServer.isNotOwnedByGlobalRegion
     2000000    0.06%        2  io.papermc.paper.threadedregions.RegionizedServer.advanceWeatherCycle
     2000000    0.06%        2  com.mojang.datafixers.kinds.Const.create
     2000000    0.06%        2  net.minecraft.world.entity.ai.goal.AvoidEntityGoal$$Lambda.0x00000ffc027a6260.test
     2000000    0.06%        2  sun.management.ThreadImpl.getCurrentThreadCpuTime
     2000000    0.06%        2  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<548964ull, G1BarrierSet>, (AccessInternal::BarrierType)2, 548964ull>::oop_access_barrier
     2000000    0.06%        2  net.minecraft.world.entity.ai.behavior.declarative.MemoryCondition$Present.memory
     2000000    0.06%        2  net.minecraft.world.entity.Mob.tickHeadTurn
     2000000    0.06%        2  net.minecraft.world.entity.ai.behavior.StartAttacking$$Lambda.0x00000ffc02787150.apply
     2000000    0.06%        2  io.netty.handler.codec.ByteToMessageDecoder.callDecode
     2000000    0.06%        2  deflate_compress_lazy
     2000000    0.06%        2  sys_icache_invalidate
     2000000    0.06%        2  io.netty.channel.AbstractChannelHandlerContext.isNotValidPromise
     2000000    0.06%        2  net.minecraft.world.entity.ai.attributes.AttributeMap.getValue
     2000000    0.06%        2  Node::set_req_X
     2000000    0.06%        2  net.minecraft.network.PacketEncoder.encode
     2000000    0.06%        2  io.netty.buffer.PooledByteBufAllocator.newDirectBuffer
     2000000    0.06%        2  ca.spottedleaf.concurrentutil.scheduler.SchedulerThreadPool$TickThreadRunner.takeTask
     1000000    0.03%        1  AbstractCompiler::on_empty_queue
     1000000    0.03%        1  AbsSeq::davg
     1000000    0.03%        1  io.netty.buffer.PoolSubpage.getNextAvail
     1000000    0.03%        1  io.netty.buffer.PoolThreadCache$MemoryRegionCache.allocate
     1000000    0.03%        1  io.netty.buffer.AbstractReferenceCountedByteBuf.isAccessible
     1000000    0.03%        1  io.netty.buffer.AbstractByteBuf.writeShort
     1000000    0.03%        1  int alignment_mask<int, 0>
     1000000    0.03%        1  indirectOper::in_RegMask
     1000000    0.03%        1  io.netty.channel.AbstractChannelHandlerContext.findContextOutbound
     1000000    0.03%        1  io.netty.channel.AbstractChannelHandlerContext.fireChannelRead
     1000000    0.03%        1  io.netty.channel.AbstractChannelHandlerContext.invokeHandler
     1000000    0.03%        1  gettimeofday
     1000000    0.03%        1  io.netty.channel.AbstractChannelHandlerContext.invokeWriteAndFlush
     1000000    0.03%        1  flsll
     1000000    0.03%        1  io.netty.channel.ChannelOutboundBuffer.removeBytes
     1000000    0.03%        1  io.netty.channel.DefaultChannelPipeline$HeadContext.read
     1000000    0.03%        1  io.netty.channel.DefaultChannelPipeline$TailContext.handler
     1000000    0.03%        1  io.netty.channel.SingleThreadEventLoop.hasTasks
     1000000    0.03%        1  io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.isFlushPending
     1000000    0.03%        1  encoding_for_logical_immediate
     1000000    0.03%        1  io.netty.channel.socket.nio.NioSocketChannel.isActive
     1000000    0.03%        1  decodeHeapOopNode::pipeline
     1000000    0.03%        1  io.netty.handler.codec.ByteToMessageDecoder.discardSomeReadBytes
     1000000    0.03%        1  io.netty.handler.codec.MessageToByteEncoder.write
     1000000    0.03%        1  io.netty.handler.flow.FlowControlHandler.channelReadComplete
     1000000    0.03%        1  io.netty.handler.flush.FlushConsolidationHandler.channelReadComplete
     1000000    0.03%        1  decodeHeapOopNode::oper_input_base
     1000000    0.03%        1  io.netty.util.concurrent.AbstractScheduledEventExecutor.nextScheduledTaskDeadlineNanos
     1000000    0.03%        1  io.netty.util.concurrent.PromiseCombiner.tryPromise
     1000000    0.03%        1  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher.match
     1000000    0.03%        1  decodeHeapOopNode::ideal_Opcode
     1000000    0.03%        1  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.resize
     1000000    0.03%        1  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueueConsumerFields.soConsumerIndex
     1000000    0.03%        1  io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue.offer
     1000000    0.03%        1  io.papermc.paper.entity.activation.ActivationRange.activateEntities
     1000000    0.03%        1  io.papermc.paper.entity.activation.ActivationRange.checkEntityImmunities
     1000000    0.03%        1  dcos
     1000000    0.03%        1  copy_byte_f
     1000000    0.03%        1  io.papermc.paper.registry.PaperRegistries.registryFromNms
     1000000    0.03%        1  io.papermc.paper.registry.PaperRegistryAccess.getRegistry
     1000000    0.03%        1  compare_immediate_pair
     1000000    0.03%        1  com.mojang.serialization.Decoder$$Lambda.0x00000ffc01c8c788.apply
     1000000    0.03%        1  io.papermc.paper.threadedregions.FoliaWatchdogThread.run
     1000000    0.03%        1  io.papermc.paper.threadedregions.RegionizedServer$GlobalTickTickHandle.markNotTicking
     1000000    0.03%        1  com.google.common.collect.TransformedIterator.next
     1000000    0.03%        1  com.google.common.collect.SingletonImmutableBiMap.createEntrySet
     1000000    0.03%        1  com.google.common.collect.Lists.indexOfRandomAccess
     1000000    0.03%        1  io.papermc.paper.threadedregions.RegionizedTaskQueue$PrioritisedQueue.getScheduledTasks
     1000000    0.03%        1  com.google.common.collect.Iterators$SingletonIterator.next
     1000000    0.03%        1  io.papermc.paper.threadedregions.RegionizedWorldData.getLocalPlayers
     1000000    0.03%        1  io.papermc.paper.threadedregions.RegionizedWorldData.removeEntityTickingEntity
     1000000    0.03%        1  io.papermc.paper.threadedregions.RegionizedWorldData.tickConnections
     1000000    0.03%        1  io.papermc.paper.threadedregions.ThreadedRegionizer.acquireWriteLock
     1000000    0.03%        1  com.google.common.collect.Iterators$6.transform
     1000000    0.03%        1  com.google.common.collect.AbstractIndexedListIterator.next
     1000000    0.03%        1  io.papermc.paper.threadedregions.TickRegionScheduler.getCurrentRegion
     1000000    0.03%        1  com.google.common.collect.AbstractIndexedListIterator.hasNext
     1000000    0.03%        1  io.papermc.paper.threadedregions.TickRegionScheduler.setTickingRegion
     1000000    0.03%        1  io.papermc.paper.threadedregions.TickRegions$ConcreteRegionTickHandle.addTickTime
     1000000    0.03%        1  io.papermc.paper.threadedregions.TickRegions$TickRegionData.getOrCreateRegionizedData
     1000000    0.03%        1  io.papermc.paper.threadedregions.scheduler.FoliaGlobalRegionScheduler.tick
     1000000    0.03%        1  io.papermc.paper.threadedregions.util.SimpleThreadLocalRandomSource.next
     1000000    0.03%        1  io.papermc.paper.threadedregions.util.SimpleThreadLocalRandomSource.nextInt
     1000000    0.03%        1  io.papermc.paper.threadedregions.util.ThreadLocalRandomSource.next
     1000000    0.03%        1  io.papermc.paper.util.MCUtil.toLocation
     1000000    0.03%        1  it.unimi.dsi.fastutil.doubles.DoubleArrayList.size
     1000000    0.03%        1  it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.remove
     1000000    0.03%        1  com.google.common.base.Preconditions.checkState
     1000000    0.03%        1  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.get
     1000000    0.03%        1  it.unimi.dsi.fastutil.ints.IntOpenHashSet.add
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.Long2IntOpenHashMap$FastEntryIterator.<init>
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.Long2LongOpenHashMap.find
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.find
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.rehash
     1000000    0.03%        1  com.destroystokyo.paper.event.server.ServerTickStartEvent.getHandlers
     1000000    0.03%        1  com.destroystokyo.paper.event.server.ServerTickEndEvent.getHandlers
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.Long2ReferenceOpenHashMap.shiftKeys
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.LongOpenHashSet.<init>
     1000000    0.03%        1  it.unimi.dsi.fastutil.longs.LongOpenHashSet.add
     1000000    0.03%        1  com.destroystokyo.paper.event.entity.EntityPathfindEvent.getHandlers
     1000000    0.03%        1  cmpOpEqNeOper::equal
     1000000    0.03%        1  clock_gettime
     1000000    0.03%        1  ciTypeFlow::flow_successors
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Object2IntArrayMap.getInt
     1000000    0.03%        1  ciTypeFlow::flow_block
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap.find
     1000000    0.03%        1  ciTypeFlow::StateVector::do_invoke
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap.get
     1000000    0.03%        1  ciType::ciType
     1000000    0.03%        1  ciObjectFactory::remove_symbols
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet.<init>
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet.iterator
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet.iterator
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ObjectRBTreeSet.first
     1000000    0.03%        1  ciObjectFactory::get_symbol
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap.find
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap.getInt
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.Reference2ObjectArrayMap.get
     1000000    0.03%        1  ciMethodData::data_from
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ReferenceArraySet.findKey
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ReferenceCollections$UnmodifiableCollection.contains
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ReferenceLinkedOpenHashSet.clear
     1000000    0.03%        1  ciMethodBlocks::do_analysis
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet$SetSpliterator.forEachRemaining
     1000000    0.03%        1  ciMethod::inline_instructions_size
     1000000    0.03%        1  ciInstanceKlass::is_box_klass
     1000000    0.03%        1  it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet.size
     1000000    0.03%        1  ciField::initialize_from
     1000000    0.03%        1  java.lang.Class.descriptorString
     1000000    0.03%        1  java.lang.Double.compare
     1000000    0.03%        1  java.lang.Integer.<init>
     1000000    0.03%        1  java.lang.Long.reverseBytes
     1000000    0.03%        1  java.lang.Math.min
     1000000    0.03%        1  ciEnv::lookup_method
     1000000    0.03%        1  java.lang.String.charAt
     1000000    0.03%        1  java.lang.String.equals
     1000000    0.03%        1  java.lang.String.hashCode
     1000000    0.03%        1  ciBytecodeStream::force_bci
     1000000    0.03%        1  java.lang.System.nanoTime
     1000000    0.03%        1  check_predicate
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.starlight.light.StarLightInterface$LightQueue$ChunkTasks.addChangedPosition
     1000000    0.03%        1  java.lang.ThreadLocal.get
     1000000    0.03%        1  java.lang.Throwable.<init>
     1000000    0.03%        1  java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.starlight.light.StarLightEngine.setBlocksForChunkInCache
     1000000    0.03%        1  java.lang.invoke.LambdaForm$MH.0x00000ffc0139e800.invoke
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.starlight.light.StarLightEngine.performLightDecrease
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.starlight.light.SWMRNibbleArray.getVisible
     1000000    0.03%        1  java.lang.ref.Reference.refersToImpl
     1000000    0.03%        1  java.net.ServerSocket.implAccept
     1000000    0.03%        1  java.nio.ByteBuffer.limit
     1000000    0.03%        1  java.util.AbstractMap.values
     1000000    0.03%        1  java.util.ArrayDeque.addLast
     1000000    0.03%        1  java.util.ArrayDeque.elementAt
     1000000    0.03%        1  java.util.ArrayDeque.pollFirst
     1000000    0.03%        1  java.util.ArrayList$ArrayListSpliterator.estimateSize
     1000000    0.03%        1  java.util.ArrayList$ArrayListSpliterator.tryAdvance
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.isEmpty
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.findFloor
     1000000    0.03%        1  java.util.ArrayList.addAll
     1000000    0.03%        1  java.util.ArrayList.batchRemove
     1000000    0.03%        1  java.util.ArrayList.elementData
     1000000    0.03%        1  java.util.ArrayList.grow
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.collideY
     1000000    0.03%        1  java.util.ArrayList.size
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.collideX
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil$LazyEntityCollisionContext.getDelegate
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.ChunkHolderManager.getChunkHolder
     1000000    0.03%        1  java.util.Collections$UnmodifiableCollection.iterator
     1000000    0.03%        1  java.util.EnumMap$EntrySet.iterator
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.ChunkHolderManager.blockTicketUpdates
     1000000    0.03%        1  java.util.EnumMap.get
     1000000    0.03%        1  java.util.EnumMap.isValidKey
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.queue.ChunkUnloadQueue.retrieveForCurrentRegion
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.player.RegionizedPlayerChunkLoader$PlayerChunkLoaderData.updateQueues
     1000000    0.03%        1  java.util.HashMap$HashIterator.hasNext
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.EntityLookup.removeEntity
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.EntityLookup.getEntityStatus
     1000000    0.03%        1  java.util.HashMap.get
     1000000    0.03%        1  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.ChunkEntitySlices$BasicEntityList.remove
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.util.CoordinateUtils.getChunkKey
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.set.OptimizedSmallEnumSet.hasCommonElements
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.set.OptimizedSmallEnumSet.getBackingSet
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.list.ReferenceList$1.next
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.list.IteratorSafeOrderedReferenceSet.defrag
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.list.IteratorSafeOrderedReferenceSet.add
     1000000    0.03%        1  ca.spottedleaf.moonrise.common.list.IteratorSafeOrderedReferenceSet$BaseIterator.hasNext
     1000000    0.03%        1  ca.spottedleaf.leafprofiler.RegionizedProfiler$Handle.getOrCreateTimerAndStart
     1000000    0.03%        1  java.util.ImmutableCollections.listFromArray
     1000000    0.03%        1  java.util.LinkedHashMap.keysToArray
     1000000    0.03%        1  java.util.List.of
     1000000    0.03%        1  java.util.Map.computeIfAbsent
     1000000    0.03%        1  java.util.Map.getOrDefault
     1000000    0.03%        1  ca.spottedleaf.leafprofiler.RegionizedProfiler$Handle.addTickTime
     1000000    0.03%        1  ca.spottedleaf.concurrentutil.scheduler.SchedulerThreadPool$TickThreadRunner.returnTask
     1000000    0.03%        1  java.util.PriorityQueue.add
     1000000    0.03%        1  ca.spottedleaf.concurrentutil.map.ConcurrentLong2ReferenceChainedHashTable.getHash
     1000000    0.03%        1  ca.spottedleaf.concurrentutil.map.ConcurrentLong2ReferenceChainedHashTable$NodeIterator.findNext
     1000000    0.03%        1  AbstractLockNode::is_balanced
     1000000    0.03%        1  java.util.TimSort.countRunAndMakeAscending
     1000000    0.03%        1  ca.spottedleaf.concurrentutil.lock.ReentrantAreaLock.unlock
     1000000    0.03%        1  java.util.concurrent.ConcurrentHashMap.get
     1000000    0.03%        1  java.util.concurrent.ConcurrentLinkedDeque.addFirst
     1000000    0.03%        1  java.util.concurrent.ConcurrentLinkedDeque.first
     1000000    0.03%        1  java.util.concurrent.ConcurrentLinkedDeque.linkFirst
     1000000    0.03%        1  ca.spottedleaf.concurrentutil.lock.ReentrantAreaLock.lock
     1000000    0.03%        1  java.util.concurrent.ConcurrentSkipListMap.findFirstEntry
     1000000    0.03%        1  java.util.concurrent.CopyOnWriteArrayList.iterator
     1000000    0.03%        1  arrayof_jint_fill
     1000000    0.03%        1  java.util.concurrent.TimeUnit.toNanos
     1000000    0.03%        1  java.util.concurrent.atomic.AtomicInteger.get
     1000000    0.03%        1  java.util.concurrent.atomic.AtomicLong.lazySet
     1000000    0.03%        1  _xzm_xzone_malloc_freelist_outlined
     1000000    0.03%        1  java.util.concurrent.locks.ReentrantLock.lock
     1000000    0.03%        1  java.util.stream.Collectors$$Lambda.0x00000ffc0114cd58.get
     1000000    0.03%        1  java.util.stream.Sink$ChainedReference.<init>
     1000000    0.03%        1  java.util.stream.Sink.end
     1000000    0.03%        1  java.util.stream.SortedOps$OfRef.opWrapSink
     1000000    0.03%        1  java_lang_ClassLoader::is_trusted_loader
     1000000    0.03%        1  jdk.internal.misc.Unsafe.allocateInstance
     1000000    0.03%        1  jdk.internal.misc.Unsafe.park
     1000000    0.03%        1  jdk.internal.util.ArraysSupport.hashCodeOfUnsigned
     1000000    0.03%        1  jmm_GetThreadCpuTimeWithKind
     1000000    0.03%        1  _platform_strcmp$VARIANT$Base
     1000000    0.03%        1  _malloc_zone_malloc
     1000000    0.03%        1  _isort
     1000000    0.03%        1  __vfprintf
     1000000    0.03%        1  __open
     1000000    0.03%        1  methodHandle::operator=
     1000000    0.03%        1  __commpage_gettimeofday
     1000000    0.03%        1  net.minecraft.advancements.critereon.LocationPredicate.matches
     1000000    0.03%        1  ValueNumberingVisitor::do_NewInstance
     1000000    0.03%        1  net.minecraft.core.BlockPos$$Lambda.0x00000ffc0151c6b0.iterator
     1000000    0.03%        1  Unsafe_Park
     1000000    0.03%        1  UniverseOper::opcode
     1000000    0.03%        1  net.minecraft.core.BlockPos$MutableBlockPos.immutable
     1000000    0.03%        1  net.minecraft.core.BlockPos$MutableBlockPos.setX
     1000000    0.03%        1  net.minecraft.core.BlockPos.asLong
     1000000    0.03%        1  net.minecraft.core.BlockPos.mutable
     1000000    0.03%        1  net.minecraft.core.BlockPos.north
     1000000    0.03%        1  net.minecraft.core.BlockPos.offset
     1000000    0.03%        1  net.minecraft.core.BlockPos.relative
     1000000    0.03%        1  net.minecraft.core.DefaultedMappedRegistry.getId
     1000000    0.03%        1  net.minecraft.core.Direction$Plane.iterator
     1000000    0.03%        1  net.minecraft.core.Holder$Reference.boundTags
     1000000    0.03%        1  net.minecraft.core.Holder$Reference.is
     1000000    0.03%        1  net.minecraft.core.IdMapper.getId
     1000000    0.03%        1  net.minecraft.core.SectionPos.blockToSectionCoord
     1000000    0.03%        1  Unique_Node_List::remove_useless_nodes
     1000000    0.03%        1  net.minecraft.core.Vec3i.<init>
     1000000    0.03%        1  TypePtr::empty
     1000000    0.03%        1  net.minecraft.core.Vec3i.getX
     1000000    0.03%        1  net.minecraft.core.Vec3i.getY
     1000000    0.03%        1  net.minecraft.core.component.DataComponentHolder.get
     1000000    0.03%        1  net.minecraft.network.CompressionEncoder.allocateBuffer
     1000000    0.03%        1  net.minecraft.network.Connection$$Lambda.0x00000ffc02638fe0.run
     1000000    0.03%        1  TypeOopPtr::klass_is_exact
     1000000    0.03%        1  net.minecraft.network.PacketBundleUnpacker.encode
     1000000    0.03%        1  net.minecraft.network.PacketDecoder.decode
     1000000    0.03%        1  TypeOopPtr::eq
     1000000    0.03%        1  net.minecraft.network.ProtocolSwapHandler.handleOutboundTerminalPacket
     1000000    0.03%        1  TypeNode::hash
     1000000    0.03%        1  net.minecraft.network.Varint21FrameDecoder.copyVarint
     1000000    0.03%        1  TypeNode::TypeNode
     1000000    0.03%        1  TypeNarrowPtr::hash
     1000000    0.03%        1  net.minecraft.network.codec.StreamCodec$9.encode
     1000000    0.03%        1  net.minecraft.network.protocol.Packet.isTerminal
     1000000    0.03%        1  TypeInterfaces::union_with
     1000000    0.03%        1  TypeInterfaces::make
     1000000    0.03%        1  TypeInterfaces::initialize
     1000000    0.03%        1  net.minecraft.network.protocol.game.ClientboundEntityPositionSyncPacket$$Lambda.0x00000ffc0268d7c8.apply
     1000000    0.03%        1  net.minecraft.network.protocol.game.ClientboundMoveEntityPacket$Pos$$Lambda.0x00000ffc02697a10.encode
     1000000    0.03%        1  TypeInterfaces::hash
     1000000    0.03%        1  net.minecraft.network.protocol.game.ClientboundRotateHeadPacket$$Lambda.0x00000ffc026a8510.encode
     1000000    0.03%        1  TypeInt::hash
     1000000    0.03%        1  net.minecraft.network.protocol.game.ClientboundSetEntityMotionPacket.type
     1000000    0.03%        1  net.minecraft.network.protocol.game.ServerboundMovePlayerPacket$Pos$$Lambda.0x00000ffc0266c368.decode
     1000000    0.03%        1  net.minecraft.network.protocol.game.VecDeltaCodec.encodeX
     1000000    0.03%        1  net.minecraft.network.protocol.status.ServerStatus$Players.<init>
     1000000    0.03%        1  net.minecraft.network.syncher.EntityDataSerializers.getSerializedId
     1000000    0.03%        1  net.minecraft.network.syncher.SynchedEntityData$DataItem.getValue
     1000000    0.03%        1  net.minecraft.network.syncher.SynchedEntityData$DataItem.value
     1000000    0.03%        1  TypeInstPtr::eq
     1000000    0.03%        1  net.minecraft.network.syncher.SynchedEntityData.getNonDefaultValues
     1000000    0.03%        1  Type::remove_speculative
     1000000    0.03%        1  Type::hashcons
     1000000    0.03%        1  net.minecraft.server.level.ChunkHolder.isRadiusLoaded
     1000000    0.03%        1  net.minecraft.server.level.ChunkMap$TrackedEntity$$Lambda.0x00000ffc02583970.accept
     1000000    0.03%        1  SymbolTable::do_lookup
     1000000    0.03%        1  SuspendibleThreadSet::leave
     1000000    0.03%        1  State::_sub_Op_LoadI
     1000000    0.03%        1  State::_sub_Op_If
     1000000    0.03%        1  net.minecraft.server.level.ChunkMap.newTrackerTick
     1000000    0.03%        1  State::MachNodeGenerator
     1000000    0.03%        1  StackOverflow::reguard_stack
     1000000    0.03%        1  ShouldNotReachHereNode::is_block_proj
     1000000    0.03%        1  net.minecraft.server.level.ServerChunkCache.getChunkAtIfLoadedImmediately
     1000000    0.03%        1  SharedRuntime::resolve_helper
     1000000    0.03%        1  net.minecraft.server.level.ServerChunkCache.move
     1000000    0.03%        1  SharedRuntime::dpow
     1000000    0.03%        1  net.minecraft.server.level.ServerChunkCache.tick
     1000000    0.03%        1  Scheduling::anti_do_def
     1000000    0.03%        1  Scheduling::DoScheduling
     1000000    0.03%        1  Scheduling::ComputeUseCount
     1000000    0.03%        1  net.minecraft.server.level.ServerLevel$EntityCallbacks.onTrackingEnd
     1000000    0.03%        1  Scheduling::AddNodeToBundle
     1000000    0.03%        1  net.minecraft.server.level.ServerLevel.moonrise$getNearbyPlayers
     1000000    0.03%        1  Scheduling::AddNodeToAvailableList
     1000000    0.03%        1  net.minecraft.server.level.ServerLevel.sendBlockUpdated
     1000000    0.03%        1  SafePointNode::adr_type
     1000000    0.03%        1  net.minecraft.server.level.ServerLevel.tickChunk
     1000000    0.03%        1  SafePointNode::Opcode
     1000000    0.03%        1  net.minecraft.server.level.ServerPlayer.checkMovementStatistics
     1000000    0.03%        1  RelocIterator::initialize
     1000000    0.03%        1  net.minecraft.server.level.ServerPlayer.processPortalCooldown
     1000000    0.03%        1  net.minecraft.server.level.ServerPlayer.pushEntities
     1000000    0.03%        1  net.minecraft.server.level.ServerPlayer.resetFallDistance
     1000000    0.03%        1  RegularPredicateBlockIterator::for_each
     1000000    0.03%        1  net.minecraft.server.level.ServerPlayer.updatePlayerAttributes
     1000000    0.03%        1  net.minecraft.server.network.ServerCommonPacketListenerImpl.isDisconnected
     1000000    0.03%        1  net.minecraft.server.network.ServerCommonPacketListenerImpl.keepConnectionAlive
     1000000    0.03%        1  net.minecraft.server.network.ServerGamePacketListenerImpl.clampVertical
     1000000    0.03%        1  RegularPredicateBlockIterator::RegularPredicateBlockIterator
     1000000    0.03%        1  RegionNode::optimize_trichotomy
     1000000    0.03%        1  net.minecraft.server.network.ServerGamePacketListenerImpl.hasNewCollision
     1000000    0.03%        1  RegionNode::is_unreachable_from_root
     1000000    0.03%        1  net.minecraft.server.network.ServerGamePacketListenerImpl.tick
     1000000    0.03%        1  net.minecraft.stats.StatType.get
     1000000    0.03%        1  net.minecraft.util.Mth.atan2
     1000000    0.03%        1  RegionNode::is_CFG
     1000000    0.03%        1  net.minecraft.util.Mth.randomBetweenInclusive
     1000000    0.03%        1  RegionNode::Opcode
     1000000    0.03%        1  net.minecraft.util.TickThrottler.tick
     1000000    0.03%        1  RegMask::clear_to_sets
     1000000    0.03%        1  net.minecraft.util.profiling.Profiler.getDefaultFiller
     1000000    0.03%        1  ProjNode::is_CFG
     1000000    0.03%        1  net.minecraft.world.damagesource.CombatTracker.recheckStatus
