--- Execution profile ---
Total samples       : 3619

          ns  percent  samples  top
     1000000    0.03%        1  net.minecraft.world.entity.AgeableMob.getAge
     1000000    0.03%        1  net.minecraft.world.entity.AgeableMob.inactiveTick
     1000000    0.03%        1  net.minecraft.world.entity.AgeableMob.isBaby
     1000000    0.03%        1  net.minecraft.world.entity.Entity$$Lambda.0x00000ffc02737510.accept
     1000000    0.03%        1  ProfileInvoke::input_values_do
     1000000    0.03%        1  ProfileData::translate_from
     1000000    0.03%        1  PhiSimplifier::block_do
     1000000    0.03%        1  net.minecraft.world.entity.Entity.calculateViewVector
     1000000    0.03%        1  net.minecraft.world.entity.Entity.canBeCollidedWith
     1000000    0.03%        1  PhiNode::is_unsafe_data_reference
     1000000    0.03%        1  net.minecraft.world.entity.Entity.checkSupportingBlock
     1000000    0.03%        1  PhiNode::Value
     1000000    0.03%        1  net.minecraft.world.entity.Entity.fireImmune
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getBbWidth
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getBlockPosBelowThatAffectsMyMovement
     1000000    0.03%        1  PhaseRenumberLive::update_embedded_ids
     1000000    0.03%        1  PhaseOutput::shorten_branches
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getControlledVehicle
     1000000    0.03%        1  PhaseOutput::fill_buffer
     1000000    0.03%        1  PhaseOutput::FillLocArray
     1000000    0.03%        1  PhaseMacroExpand::make_slow_call
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getInBlockState
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getLightLevelDependentMagicValue
     1000000    0.03%        1  PhaseIterGVN::subsume_node
     1000000    0.03%        1  PhaseIterGVN::remove_speculative_types
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getRootVehicle
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getSharedFlag
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getTeam
     1000000    0.03%        1  PhaseIterGVN::optimize
     1000000    0.03%        1  PhaseIterGVN::PhaseIterGVN
     1000000    0.03%        1  net.minecraft.world.entity.Entity.getViewVector
     1000000    0.03%        1  PhaseIdealLoop::split_if_with_blocks_pre
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isAlwaysTicking
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isControlledByLocalInstance
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isControlledByOrIsLocalPlayer
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isEyeInFluid
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isInLava
     1000000    0.03%        1  PhaseIdealLoop::split_if_with_blocks_post
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isInWaterRainOrBubble
     1000000    0.03%        1  PhaseIdealLoop::split_if_with_blocks
     1000000    0.03%        1  PhaseIdealLoop::sort
     1000000    0.03%        1  net.minecraft.world.entity.Entity.isSpectator
     1000000    0.03%        1  PhaseIdealLoop::is_dominator
     1000000    0.03%        1  PhaseIdealLoop::get_early_ctrl
     1000000    0.03%        1  net.minecraft.world.entity.Entity.makeBoundingBox
     1000000    0.03%        1  net.minecraft.world.entity.Entity.makeStuckInBlock
     1000000    0.03%        1  PhaseIdealLoop::dom_lca_internal
     1000000    0.03%        1  net.minecraft.world.entity.Entity.nextStep
     1000000    0.03%        1  net.minecraft.world.entity.Entity.onInsideBlock
     1000000    0.03%        1  PhaseIdealLoop::compute_lca_of_uses
     1000000    0.03%        1  PhaseIdealLoop::Dominators
     1000000    0.03%        1  PhaseIFG::remove_node
     1000000    0.03%        1  net.minecraft.world.entity.Entity.setOldPos
     1000000    0.03%        1  PhaseIFG::re_insert
     1000000    0.03%        1  net.minecraft.world.entity.Entity.setRemainingFireTicks
     1000000    0.03%        1  PhaseGVN::transform
     1000000    0.03%        1  PhaseChaitin::raise_pressure
     1000000    0.03%        1  net.minecraft.world.entity.Entity.tick
     1000000    0.03%        1  PhaseChaitin::get_spillcopy_wide
     1000000    0.03%        1  net.minecraft.world.entity.Entity.updateInWaterStateAndDoFluidPushing
     1000000    0.03%        1  net.minecraft.world.entity.Entity.updateInWaterStateAndDoWaterCurrentPushing
     1000000    0.03%        1  net.minecraft.world.entity.EntityDimensions.makeBoundingBox
     1000000    0.03%        1  net.minecraft.world.entity.EntitySelector$$Lambda.0x00000ffc01fde708.test
     1000000    0.03%        1  net.minecraft.world.entity.EntitySelector$$Lambda.0x00000ffc01fdf068.test
     1000000    0.03%        1  net.minecraft.world.entity.EntitySelector$$Lambda.0x00000ffc02735928.test
     1000000    0.03%        1  net.minecraft.world.entity.EntityType.getCategory
     1000000    0.03%        1  PhaseChaitin::Select
     1000000    0.03%        1  PhaseCFG::schedule_pinned_nodes
     1000000    0.03%        1  PhaseCFG::schedule_local
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.canBeSeenByAnyone
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.causeFallDamage
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.checkFallDamage
     1000000    0.03%        1  PhaseCFG::raise_above_anti_dependences
     1000000    0.03%        1  io.netty.buffer.EmptyByteBuf.release
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.equipmentHasChanged
     1000000    0.03%        1  PhaseCFG::latency_from_use
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getAttributes
     1000000    0.03%        1  PhaseCFG::implicit_null_check
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getCurrentSwingDuration
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getDefaultGravity
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getFluidFallingAdjustedMovement
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getFlyingSpeed
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getHealth
     1000000    0.03%        1  PhaseCFG::hoist_to_cheaper_block
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.getYHeadRot
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.handleRelativeFrictionAndCalculateMovement
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.hasEffect
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.increaseAirSupply
     1000000    0.03%        1  PhaseCCP::transform
     1000000    0.03%        1  PhaseCCP::push_cast_ii
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.isBlocking
     1000000    0.03%        1  PhaseCCP::analyze
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.isSensitiveToWater
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.isSleeping
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.lambda$static$0
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.makeSound
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.onClimbable
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.onSyncedDataUpdated
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.pushEntities
     1000000    0.03%        1  PhaseBlockLayout::merge_traces
     1000000    0.03%        1  PcDescContainer::find_pc_desc_internal
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.travel
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.travelInFluid
     1000000    0.03%        1  ParsePredicate::init_success_proj
     1000000    0.03%        1  ParsePredicate::ParsePredicate
     1000000    0.03%        1  net.minecraft.world.entity.Mob.canPickUpLoot
     1000000    0.03%        1  Parse::do_ifnull
     1000000    0.03%        1  net.minecraft.world.entity.Mob.getControllingPassenger
     1000000    0.03%        1  Parse::array_addressing
     1000000    0.03%        1  ParmNode::is_CFG
     1000000    0.03%        1  OopRecorder::OopRecorder
     1000000    0.03%        1  net.minecraft.world.entity.Mob.getMaxHeadYRot
     1000000    0.03%        1  net.minecraft.world.entity.Mob.getPathfindingMalus
     1000000    0.03%        1  OopFlow::compute_reach
     1000000    0.03%        1  net.minecraft.world.entity.Mob.playAmbientSound
     1000000    0.03%        1  ObjArrayKlass::allocate
     1000000    0.03%        1  ObjArrayAllocator::initialize
     1000000    0.03%        1  ObjAllocator::initialize
     1000000    0.03%        1  net.minecraft.world.entity.Mob.updateControlFlags
     1000000    0.03%        1  net.minecraft.world.entity.NeutralMob.updatePersistentAnger
     1000000    0.03%        1  net.minecraft.world.entity.SpawnPlacements$$Lambda.0x00000ffc02587028.test
     1000000    0.03%        1  net.minecraft.world.entity.ai.Brain.<init>
     1000000    0.03%        1  net.minecraft.world.entity.ai.Brain.checkMemory
     1000000    0.03%        1  net.minecraft.world.entity.ai.Brain.forgetOutdatedMemories
     1000000    0.03%        1  Node_Array::insert
     1000000    0.03%        1  net.minecraft.world.entity.ai.Brain.setMemory
     1000000    0.03%        1  NodeHash::hash_delete
     1000000    0.03%        1  net.minecraft.world.entity.ai.attributes.AttributeInstance.<init>
     1000000    0.03%        1  net.minecraft.world.entity.ai.attributes.AttributeInstance.addOrUpdateTransientModifier
     1000000    0.03%        1  net.minecraft.world.entity.ai.attributes.AttributeInstance.getBaseValue
     1000000    0.03%        1  Node::pinned
     1000000    0.03%        1  net.minecraft.world.entity.ai.attributes.AttributeInstance.replaceFrom
     1000000    0.03%        1  net.minecraft.world.entity.ai.attributes.AttributeMap.getInstance
     1000000    0.03%        1  Node::has_special_unique_user
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.Behavior.getStatus
     1000000    0.03%        1  Node::del_req
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.Behavior.tryStart
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.GateBehavior$RunningPolicy$2.apply
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.GateBehavior.tickOrStop
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.GateBehavior.tryStart
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.MoveToTargetSink.tryComputePath
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.OneShot.getStatus
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.RandomStroll$$Lambda.0x00000ffc02726dc0.apply
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.RandomStroll.getTargetSwimPos
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.RandomStroll.lambda$strollFlyOrSwim$7
     1000000    0.03%        1  Node::clone
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.StartAttacking$$Lambda.0x00000ffc0278da18.trigger
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$$Lambda.0x00000ffc027884a8.trigger
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$1.tryTrigger
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$PureMemory$1.tryTrigger
     1000000    0.03%        1  net.minecraft.world.entity.ai.behavior.declarative.MemoryCondition$Absent.createAccessor
     1000000    0.03%        1  Node::add_req_batch
     1000000    0.03%        1  Node::Node
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.BodyRotationControl.rotateHeadTowardsFront
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.LookControl$$Lambda.0x00000ffc027a9c18.accept
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.LookControl$$Lambda.0x00000ffc027a9e58.accept
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.LookControl.getXRotD
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.LookControl.tick
     1000000    0.03%        1  net.minecraft.world.entity.ai.control.SmoothSwimmingMoveControl.tick
     1000000    0.03%        1  Node::Ideal
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.EatBlockGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.EatBlockGoal.getEatAnimationTick
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.FleeSunGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.FollowFlockLeaderGoal.canContinueToUse
     1000000    0.03%        1  NativeNMethodBarrier::NativeNMethodBarrier
     1000000    0.03%        1  NativeCall::set_destination_mt_safe
     1000000    0.03%        1  Monitor::wait_without_safepoint_check
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.Goal.tick
     1000000    0.03%        1  MethodLiveness::BasicBlock::compute_gen_kill_single
     1000000    0.03%        1  MethodData::bytecode_cell_count
     1000000    0.03%        1  MergeMemStream::MergeMemStream
     1000000    0.03%        1  MergeMemNode::Opcode
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.MoveToBlockGoal.findNearestBlock
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.PanicGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.canUse
     1000000    0.03%        1  MergeMemNode::Ideal
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.RandomStrollGoal.stop
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.RemoveBlockGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.SwellGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.TemptGoal$$Lambda.0x00000ffc0273d000.test
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.TemptGoal.shouldFollow
     1000000    0.03%        1  MemAllocator::allocate
     1000000    0.03%        1  MemAllocator::Allocation::notify_allocation_jvmti_sampler
     1000000    0.03%        1  net.minecraft.world.entity.ai.goal.WrappedGoal.hashCode
     1000000    0.03%        1  Matcher::match_tree
     1000000    0.03%        1  Matcher::is_encode_and_store_pattern
     1000000    0.03%        1  Matcher::find_shared_visit
     1000000    0.03%        1  MacroAssembler::wrap_add_sub_imm_insn
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.canUpdatePath
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.getTempMobPos
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.isStableDestination
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.GroundPathNavigation.getTempMobPos
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.canMoveDirectly
     1000000    0.03%        1  MacroAssembler::mov_immediate32
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.doStuckDetection
     1000000    0.03%        1  MacroAssembler::far_jump
     1000000    0.03%        1  MacroAssembler::addptr
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.recomputePath
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.PathNavigation.tick
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.WallClimberNavigation.tick
     1000000    0.03%        1  net.minecraft.world.entity.ai.navigation.WaterBoundPathNavigation.isStableDestination
     1000000    0.03%        1  MachSpillCopyNode::implementation
     1000000    0.03%        1  net.minecraft.world.entity.ai.targeting.TargetingConditions.test
     1000000    0.03%        1  net.minecraft.world.entity.ai.util.DefaultRandomPos$$Lambda.0x00000ffc02794670.get
     1000000    0.03%        1  net.minecraft.world.entity.ai.util.DefaultRandomPos.getPos
     1000000    0.03%        1  net.minecraft.world.entity.ai.village.VillageSiege.tick
     1000000    0.03%        1  MachProjNode::Opcode
     1000000    0.03%        1  net.minecraft.world.entity.animal.AbstractFish$FishSwimGoal.canUse
     1000000    0.03%        1  MachNullCheckNode::Opcode
     1000000    0.03%        1  MachNode::is_TrapBasedCheckNode
     1000000    0.03%        1  net.minecraft.world.entity.animal.AbstractSchoolingFish.isFollower
     1000000    0.03%        1  net.minecraft.world.entity.animal.AgeableWaterCreature.baseTick
     1000000    0.03%        1  net.minecraft.world.entity.animal.AgeableWaterCreature.isPushedByFluid
     1000000    0.03%        1  net.minecraft.world.entity.animal.Dolphin$DolphinSwimToTreasureGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.animal.Dolphin$PlayWithItemsGoal.canUse
     1000000    0.03%        1  net.minecraft.world.entity.animal.Squid$$Lambda.0x00000ffc02736bc0.get
     1000000    0.03%        1  net.minecraft.world.entity.animal.Squid$SquidRandomMovementGoal.canUse
     1000000    0.03%        1  MachNode::in_RegMask
     1000000    0.03%        1  MachNode::ideal_reg
     1000000    0.03%        1  net.minecraft.world.entity.animal.axolotl.Axolotl$AxolotlMoveControl.tick
     1000000    0.03%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.getBrain
     1000000    0.03%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.getMaxAirSupply
     1000000    0.03%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.requiresCustomPersistence
     1000000    0.03%        1  net.minecraft.world.entity.animal.axolotl.Axolotl.sendDebugPackets
     1000000    0.03%        1  net.minecraft.world.entity.item.ItemEntity.inactiveTick
     1000000    0.03%        1  net.minecraft.world.entity.item.ItemEntity.isMergable
     1000000    0.03%        1  net.minecraft.world.entity.monster.Drowned.checkDrownedSpawnRules
     1000000    0.03%        1  net.minecraft.world.entity.monster.EnderMan$EndermanFreezeWhenLookedAt.canUse
     1000000    0.03%        1  net.minecraft.world.entity.monster.EnderMan$EndermanLookForPlayerGoal.lambda$new$0
     1000000    0.03%        1  net.minecraft.world.entity.monster.EnderMan.aiStep
     1000000    0.03%        1  MachNode::bottom_type
     1000000    0.03%        1  Local::as_Local
     1000000    0.03%        1  net.minecraft.world.entity.monster.Spider$SpiderAttackGoal.canUse
     1000000    0.03%        1  LoadNode::match_edge
     1000000    0.03%        1  net.minecraft.world.entity.monster.Zombie.aiStep
     1000000    0.03%        1  LoadNode::hash
     1000000    0.03%        1  net.minecraft.world.entity.monster.Zombie.isBaby
     1000000    0.03%        1  net.minecraft.world.entity.monster.Zombie.onSyncedDataUpdated
     1000000    0.03%        1  LoadNode::Ideal
     1000000    0.03%        1  LoadDNode::hash
     1000000    0.03%        1  LinkedConcreteMethodFinder::is_witness
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.canBeSeenAsEnemy
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.getFireImmuneTicks
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.getItemBySlot
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.isAlwaysTicking
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.isHurt
     1000000    0.03%        1  net.minecraft.world.entity.player.Player.isImmobile
     1000000    0.03%        1  LinkedConcreteMethodFinder::find_witness_anywhere
     1000000    0.03%        1  LinkResolver::resolve_method
     1000000    0.03%        1  LinkResolver::check_method_loader_constraints
     1000000    0.03%        1  LinkInfo::LinkInfo
     1000000    0.03%        1  net.minecraft.world.entity.schedule.Activity.equals
     1000000    0.03%        1  LinearScanWalker::free_collect_inactive_fixed
     1000000    0.03%        1  net.minecraft.world.entity.vehicle.OldMinecartBehavior.getPos
     1000000    0.03%        1  net.minecraft.world.food.FoodData.tick
     1000000    0.03%        1  net.minecraft.world.inventory.AbstractContainerMenu.broadcastChanges
     1000000    0.03%        1  LinearScanWalker::alloc_free_reg
     1000000    0.03%        1  LinearScan::sort_intervals_before_allocation
     1000000    0.03%        1  net.minecraft.world.inventory.TransientCraftingContainer.getItem
     1000000    0.03%        1  net.minecraft.world.item.ItemCooldowns.tick
     1000000    0.03%        1  net.minecraft.world.item.ItemStack.matches
     1000000    0.03%        1  LinearScan::compute_local_live_sets
     1000000    0.03%        1  LinearScan::build_intervals
     1000000    0.03%        1  LinearScan::append_scope_value_for_constant
     1000000    0.03%        1  LightweightSynchronizer::enter
     1000000    0.03%        1  net.minecraft.world.level.BlockGetter.addCollisionsAlongTravel
     1000000    0.03%        1  net.minecraft.world.level.BlockGetter.boxTraverseBlocks
     1000000    0.03%        1  net.minecraft.world.level.ClipContext.<init>
     1000000    0.03%        1  LIR_OpVisitState::visit
     1000000    0.03%        1  Klass::subklass
     1000000    0.03%        1  net.minecraft.world.level.GameRules.getRule
     1000000    0.03%        1  net.minecraft.world.level.Level.dimensionType
     1000000    0.03%        1  net.minecraft.world.level.Level.findSupportingBlock
     1000000    0.03%        1  net.minecraft.world.level.Level.getBlockRandomPos
     1000000    0.03%        1  Klass::next_sibling
     1000000    0.03%        1  net.minecraft.world.level.Level.getChunkAt
     1000000    0.03%        1  JvmtiVMObjectAllocEventCollector::~JvmtiVMObjectAllocEventCollector
     1000000    0.03%        1  net.minecraft.world.level.Level.getEntities
     1000000    0.03%        1  net.minecraft.world.level.Level.isDay
     1000000    0.03%        1  JavaThread::is_interrupted
     1000000    0.03%        1  JavaFrameAnchor::make_walkable
     1000000    0.03%        1  net.minecraft.world.level.LevelHeightAccessor.getSectionIndexFromSectionY
     1000000    0.03%        1  net.minecraft.world.level.LevelHeightAccessor.isOutsideBuildHeight
     1000000    0.03%        1  net.minecraft.world.level.LevelReader.getBiome
     1000000    0.03%        1  net.minecraft.world.level.NaturalSpawner$SpawnState.afterSpawn
     1000000    0.03%        1  JVM_Clone
     1000000    0.03%        1  net.minecraft.world.level.NaturalSpawner.getFilteredSpawningCategories
     1000000    0.03%        1  net.minecraft.world.level.NaturalSpawner.isValidEmptySpawnBlock
     1000000    0.03%        1  net.minecraft.world.level.NaturalSpawner.isValidSpawnPostitionForType
     1000000    0.03%        1  JVMState::same_calls_as
     1000000    0.03%        1  JVMState::interpreter_frame_size
     1000000    0.03%        1  JNIHandleBlock::allocate_handle
     1000000    0.03%        1  InstanceKlass::uncached_lookup_method
     1000000    0.03%        1  net.minecraft.world.level.PathNavigationRegion.<init>
     1000000    0.03%        1  net.minecraft.world.level.PathNavigationRegion.getChunk
     1000000    0.03%        1  net.minecraft.world.level.PathNavigationRegion.getFluidState
     1000000    0.03%        1  net.minecraft.world.level.ScheduledTickAccess.scheduleTick
     1000000    0.03%        1  net.minecraft.world.level.SignalGetter.getSignal
     1000000    0.03%        1  InstanceKlass::package
     1000000    0.03%        1  net.minecraft.world.level.block.BigDripleafBlock.getCollisionShape
     1000000    0.03%        1  net.minecraft.world.level.block.BigDripleafBlock.setTilt
     1000000    0.03%        1  net.minecraft.world.level.block.Block.builtInRegistryHolder
     1000000    0.03%        1  net.minecraft.world.level.block.Block.dropResources
     1000000    0.03%        1  net.minecraft.world.level.block.Block.updateEntityMovementAfterFallOn
     1000000    0.03%        1  net.minecraft.world.level.block.BuddingAmethystBlock.randomTick
     1000000    0.03%        1  InstanceKlass::method_with_idnum
     1000000    0.03%        1  net.minecraft.world.level.block.FireBlock.getIgniteOdds
     1000000    0.03%        1  InstanceKlass::find_local_field
     1000000    0.03%        1  net.minecraft.world.level.block.KelpBlock.canGrowInto
     1000000    0.03%        1  InstanceKlass::array_klass
     1000000    0.03%        1  net.minecraft.world.level.block.SculkCatalystBlock$$Lambda.0x00000ffc02717500.tick
     1000000    0.03%        1  InstanceKlass::allocate_instance
     1000000    0.03%        1  InlineTree::should_not_inline
     1000000    0.03%        1  InlineTree::InlineTree
     1000000    0.03%        1  IndexSet::initialize
     1000000    0.03%        1  ImmutableOopMap::update_register_map
     1000000    0.03%        1  net.minecraft.world.level.block.VineBlock.canSpread
     1000000    0.03%        1  net.minecraft.world.level.block.WebBlock.entityInside
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.canSurvive
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.entityInside
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getBlock
     1000000    0.03%        1  IfTrueNode::Opcode
     1000000    0.03%        1  IfNode::up_one_dom
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.is
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.isPathfindable
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.isSignalSource
     1000000    0.03%        1  IfNode::simple_subsuming
     1000000    0.03%        1  IfNode::Ideal
     1000000    0.03%        1  net.minecraft.world.level.block.state.BlockBehaviour.getInteractionShape
     1000000    0.03%        1  If::If
     1000000    0.03%        1  IdealLoopTree::reassociate
     1000000    0.03%        1  net.minecraft.world.level.chunk.ChunkAccess.getMinY
     1000000    0.03%        1  IdealLoopTree::est_loop_flow_merge_sz
     1000000    0.03%        1  HaltNode::is_CFG
     1000000    0.03%        1  GrowableArrayWithAllocator<float, GrowableArray<float>>::expand_to
     1000000    0.03%        1  GrowableArrayWithAllocator<PointsToNode*, GrowableArray<PointsToNode*>>::expand_to
     1000000    0.03%        1  net.minecraft.world.level.chunk.PalettedContainer.getAndSet
     1000000    0.03%        1  GraphKit::stopped
     1000000    0.03%        1  net.minecraft.world.level.gameevent.EuclideanGameEventListenerRegistry.getPostableListenerPosition
     1000000    0.03%        1  GraphKit::cast_not_null
     1000000    0.03%        1  net.minecraft.world.level.gameevent.vibrations.VibrationSystem$Ticker.tryReloadVibrationParticle
     1000000    0.03%        1  net.minecraft.world.level.levelgen.BitRandomSource.nextBoolean
     1000000    0.03%        1  net.minecraft.world.level.levelgen.BitRandomSource.nextDouble
     1000000    0.03%        1  net.minecraft.world.level.levelgen.BitRandomSource.nextFloat
     1000000    0.03%        1  GraphBuilder::iterate_bytecodes_for_block
     1000000    0.03%        1  net.minecraft.world.level.levelgen.PatrolSpawner.tick
     1000000    0.03%        1  G1SurvivorRegions::length
     1000000    0.03%        1  net.minecraft.world.level.levelgen.structure.pieces.PiecesContainer.isEmpty
     1000000    0.03%        1  G1SurvRateGroup::accum_surv_rate_pred
     1000000    0.03%        1  G1Policy::predict_bytes_to_copy
     1000000    0.03%        1  net.minecraft.world.level.material.FlowingFluid.isSolidFace
     1000000    0.03%        1  G1Policy::predict_base_time_ms
     1000000    0.03%        1  G1CollectedHeap::attempt_allocation
     1000000    0.03%        1  net.minecraft.world.level.material.WaterFluid.isSame
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.BinaryHeap.downHeap
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.Node.asBlockPos
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.Node.distanceManhattan
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.NodeEvaluator.prepare
     1000000    0.03%        1  G1BarrierSetRuntime::write_ref_array_post_entry
     1000000    0.03%        1  FieldInfoReader::read_field_info
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.Path.getNextNodePos
     1000000    0.03%        1  ExceptionMark::~ExceptionMark
     1000000    0.03%        1  DirectivesStack::getMatchingDirective
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.PathTypeCache.compute
     1000000    0.03%        1  Dependencies::assert_common_1
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.PathTypeCache.getOrCompute
     1000000    0.03%        1  DecodeNNode::Opcode
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.SwimNodeEvaluator.getNeighbors
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.SwimNodeEvaluator.getStart
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.canStartAt
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.checkNeighbourBlocks
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.findAcceptedNode
     1000000    0.03%        1  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.getNeighbors
     1000000    0.03%        1  DecodeNKlassNode::Opcode
     1000000    0.03%        1  CounterData::cell_count
     1000000    0.03%        1  net.minecraft.world.level.redstone.CollectingNeighborUpdater$MultiNeighborUpdate.runNext
     1000000    0.03%        1  net.minecraft.world.level.storage.loot.LootContext$Builder$$Lambda.0x00000ffc02718250.get
     1000000    0.03%        1  net.minecraft.world.phys.AABB.<init>
     1000000    0.03%        1  net.minecraft.world.phys.AABB.inflate
     1000000    0.03%        1  ConstraintCastNode::widen_type
